,uoCodigo,uoNome,uoSigla,programaDetalheId,programaCod,programaNome,programaDenominacao,dePublicoAlvo,deEixoAdministrativo,horizonteTemporal,dataInicio,dataFim,deTipoPrograma,justificativa,anoMonitoramento,quadrimestreMonitoramento,TipoDado,Ano,Quadrimestre
22,03011,Fundo de Aperfeiçoamento dos Serviços Judiciários,FUJU,1652,2186,ENFRENTAMENTO DA VIOLÊNCIA CONTRA A MULHER,Enfrentamento da violência contra a mulher,"População do Estado de Rondônia, especialmente as mulhres",Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"Segundo o Anuário Brasileiro de Segurança Pública 2023, publicado pelo Fórum Brasileiro de Segurança Pública (FBSP), os homicídios em que as vítimas são mulheres e os feminicídios aumentaram de 2021 para 2022, assim como as tentativas de homicídio e feminicídio, sendo que Rondônia teve um aumento de quase 50% nos feminicídios. De acordo com o relatório do FBSP, todas as formas de violência contra a mulher cresceram em 2022, sendo que Rondônia se destacou negativamente no aumento dessas violências, sejam tentadas ou efetivadas. Assim, o Programa de Enfrentamento da Violência Contra a Mulher almeja melhorar essa realidade no Estado de Rondônia, fundamentalmente no que tange às competências do Poder Judiciário Rondoniense.",2024,1,Programa,2024,1
23,03011,Fundo de Aperfeiçoamento dos Serviços Judiciários,FUJU,1653,1013,"GESTÃO, MANUTENÇÃO E SERVIÇOS DE TIC","Gestão, manutenção e serviços de TIC","Estagiários(as), jurisdicionados(as), magistrados(as) e servidores(as) do Poder Judiciário do Estado de Rondônia   	",Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"O principal problema enfrentado é a necessidade de uma infraestrutura de TI moderna, escalável e segura, que permita inovação, eficiência operacional e melhor governança de dados, enquanto reduz a vulnerabilidade a ameaças cibernéticas. Para isso, é necessário a renovação das garantias dos equipamentos de microinformática, bem como a manutenção dos contratos relacionados à infraestrutura, segurança, serviços, sistemas e governança. A crescente judicialização das demandas e a necessidade de modernização da área administrativa do Poder judiciários do Estado de Rondônia resultam em necessidades de armazenamento, processamento, segurança e governança de dados. Por isso tem sido realizado investimentos contínuos em soluções de Tecnologia da Informação (TI) para dar suporte e agilizar o fluxo dessas demandas. Além disso, as demandas atuais da área de Tecnologia da Informação e Comunicação (TIC) são cada vez mais complexas e exigentes, porém, a infraestrutura existente mostra-se limitada e incapaz de atender ao aumento na utilização de recursos, o que afeta diretamente a velocidade dos sistemas judiciais e administrativos. Com relação a inovação, um ponto crítico a ser destacado é a ausência de automação na elaboração de minutas de documentos decisórios, o que prejudica a duração razoável dos processos. Além disso, a falta de disponibilidade de alguns sistemas impede uma identificação eficiente das informações necessárias para a automação adequada. Outro ponto a ser ressaltado é o fato de que a maioria dos serviços utilizados pelo Poder Judiciário está disponível internamente e na internet, aumentando assim o risco potencial de incidentes de segurança cibernética. Com os serviços institucionais se tornando cada vez mais dependentes dos recursos computacionais, é necessário enfrentar continuamente as novas ameaças e vulnerabilidades que surgem constantemente, nem sempre sendo possível solucioná-las de forma definitiva internamente. Diante desses desafios, fica evidente que a tecnologia da informação exerce um impacto direto nas estratégias do Poder Judiciário de Rondônia (PJRO), viabilizando a construção de soluções inovadoras, a eficiência do desempenho operacional e a otimização da produtividade. Além disso, é responsável por manter em funcionamento todas as soluções de TIC atualmente utilizadas pelo Poder Judiciário. Portanto, investir em uma infraestrutura de TI moderna e escalável é fundamental para atender às necessidades crescentes do Poder Judiciário, garantindo a eficiência e eficácia na prestação de serviços jurisdicionais à sociedade.",2024,1,Programa,2024,1
24,11003,Procuradoria-Geral do Estado,PGE,1473,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Funcionamento e a Manutenção das atividades operacionais da unidade.,Unidades orçamentárias do Poder Executivo,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,1,Programa,2024,1
25,11003,Procuradoria-Geral do Estado,PGE,1482,0000,OPERAÇÕES ESPECIAIS,"Custear pagamentos de despesas de créditos devidos a particulares de decisões judiciais em favor de terceiros mediante Requisição de Pequeno Valor (RPV), exceto precatórios.",População de Rondônia que demandam de acesso a justiça,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Operação Especial,"A Requisição de Pequeno Valor (RPV) representa uma obrigação a pagar após o trânsito em julgado de decisão judicial, o teto é estipulado pela Lei Estadual nº 1788/2007, que fixou em 10 Salários mínimos o limite para pagamento da RPV, e o prazo para pagamento é de 60 (sessenta) dias, e o presente programa visa realizar pagamentos de honorários em favor de advogados dativos, peritos, tradutores, intérpretes e órgãos técnicos ou científicos, eventualmente nomeados pelo Poder Judiciário para atuar em processos em que a parte for beneficiária da justiça gratuita, a fim de garantir o acesso à justiça aos que comprovarem carência de recursos e para pagamento de sentenças judiciais mediante RPV, exceto precatórios.",2024,1,Programa,2024,1
26,11003,Procuradoria-Geral do Estado,PGE,1485,2155,GESTÃO DA DÍVIDA ATIVA,Promover melhoria na recuperação de créditos tributários inscritos em dívida ativa.,SOCIEDADE DE RONDÔNIA,Cidadania,continuo,2024-01-01T00:00:00,,Finalístico,"A aplicação de recursos para investimentos na administração fazendária é essencial para o aprimoramento e incremento da arrecadação do estado, bem como contribui para os processos sistêmicos de reflexão sobre a qualidade do gasto, garante-se dessa forma que a PGE atue em seus dois eixos prioritários de trabalho, quais sejam a ""RESPONSABILIDADE FISCAL (perspectiva do gasto) e a ARRECADAÇÃO (perspectiva da receita). ",2024,1,Programa,2024,1
27,11004,Superintendência Estadual de Turismo,Setur,1442,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gestão Administrativa do Poder Executivo,Unidades orçamentárias do Poder Executivo,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,1,Programa,2024,1
28,11004,Superintendência Estadual de Turismo,Setur,1511,2108,DESENVOLVIMENTO DO TURISMO,Desenvolvimento do Turismo.,Municípios do Estado de Rondônia,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"O Estado de Rondônia com vários atrativos turísticos: naturais, históricos, religioso, ecoturismo, esporte e lazer, culturais, exposições agropecuárias, entre outros, sendo possível transformar esses segmentos em produtos turísticos vendáveis, com geração de emprego, renda e tributos para o estado, aquecendo a economia. Nesse sentido, torna-se necessário a exploração desse potencial, visto que o turismo é a terceira indústria que mais cresce no mundo, ficando atrás apenas da aviação e do setor petrolífero, sendo considerada indústria limpa não poluente. Para consecução dos objetivos desse Programa serão empenhados esforços de estruturação e melhoria de atrativos Turísticos do Estado, Apoio as Ações do CADASTUR dentro e fora do Estado, Participação da SETUR em eventos e feiras dentro e fora do Estado, Elaboração do Plano Estadual de Turismo, Apoio da SETUR em eventos de cunho turístico, visita técnica aos municípios do estado, mapa da regionalização do turismo em RO/mapa do turismo brasileiro.",2024,1,Programa,2024,1
29,11005,Controladoria-Geral do Estado,CGE,1486,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Qualificação dos servidores da Controladoria-Geral do Estado, bem como funcionamento e manutenção das atividades administrativas da unidade.",Servidores da controladoria geral do Estado,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Garantir o funcionamento das atividades administrativas do Órgão Central de Controle Interno do Poder Executivo Estadual, assegurando a utilização de recursos de modo eficiente e eficaz para a que a Controladoria-Geral do Estado possa alcançar seus objetivos institucionais, por meio da remuneração de servidores, formação e qualificação e promoção de ações preventivas de saúde ocupacional de qualidade de vida no trabalho, bem como por meio da manutenção administrativa da CGE/RO.  ",2024,1,Programa,2024,1
30,11005,Controladoria-Geral do Estado,CGE,1665,2190,FORTALECIMENTO DO ÓRGÃO CENTRAL DO SISTEMA DE CONTROLE INTERNO DO PODER EXECUTIVO,Garantir a execução das atividades fins da Controladoria-Geral do Estado de Rondônia.,Unidades setoriais de controle do Poder Executivo e Sociedade,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"Os avanços tecnológicos impõem ao sistema de controle interno uma necessidade contínua de aprimoramento e investimento para acompanhar a evolução do ambiente de produção. Esses avanços se traduzem em inovação tecnológica e novas formas de atuação. Nesse sentido, considerando a missão da Controladoria Geral do Estado em agir de maneira preventiva, concomitante e corretiva no enfrentamento e prevenção à corrupção, fomento da transparência e cultura de integridade, fortalecimento da auditoria interna, além de responsabilização de pessoas jurídicas e ações cidadãs. As ações desse programa são fundamentais para o fortalecimento do sistema de controle para que as Unidades Gestoras do Poder Executivo possam atingir seus objetivos estratégicos e defendendo os interesses da coletividade.",2024,1,Programa,2024,1
31,11006,Secretaria de Estado do Desenvolvimento Econômico,Sedec,1462,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gestão Administrativa da Unidade,Secretaria de Estado do Desenvolvimento Econômico - SEDEC,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Necessidade de programar recursos para a Gestão Administrativa da Unidade, tais como despesas com diárias, passagens, material de consumo, material permanente e contratos administrativos.",2024,1,Programa,2024,1
32,11006,Secretaria de Estado do Desenvolvimento Econômico,Sedec,1467,2000,DESENVOLVE RONDÔNIA,Desenvolve Rondônia,"Empresas dos setores Agroindustriais, Industriais, Comerciais, Mineração, Prestação de Serviços, Turismo, Empreendedores e Microempreendedores, Cooperativas, de Tecnologia, Inovação, Indústria da Construção Civil, Farmacêutica e Médica",Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"O apoio governamental ao desenvolvimento econômico justifica-se em razão da capacidade contributiva dos resultados alcançados através do avanço econômico e social obtido com o aprimoramento da ciência, tecnologia e inovação nas cadeias produtivas do Estado, com o desenvolvimento e apoio ao Empreendedorismo fomentando o crescimento do PIB estadual, através da comercialização e fortalecimento das cadeias produtivas regionais e promovendo a atração de investimentos, impactando diretamente no fomento do Emprego e Renda.",2024,1,Programa,2024,1
33,11006,Secretaria de Estado do Desenvolvimento Econômico,Sedec,1469,2072,PROTEÇÃO E DEFESA DOS DIREITOS DO CONSUMIDOR,"Promover a proteção e garantia dos direitos dos consumidores visando cumprimento da legislação consumerista conscientizando todos os atores desta relação de seus direitos e deveres, objetivando o equilíbrio do mercado de consumo sustentavelmente.
",Consumidores e Fornecedores de bens e serviços.,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"A ampliação o mercado de consumo, desde plataformas tecnológicas e redes de comunicação proporcionaram maior aproximação do Consumidor e Fornecedor, por conseguinte o referido cenário enseja e maior demanda na resolução de conflitos entre as partes e a necessidade de aprimoramento tecnológico para acompanhar o mercado, tanto na fiscalização quanto nas ações educativas de conscientização dos atores envolvidos na relação de consumo. Não obstante, verifica-se a necessidade de descentralização dos serviços prestados pelo PROCON para cobertura nas diversas regiões do Estado de Rondônia.",2024,1,Programa,2024,1
